codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1208100-19-SE24;19-04-2024 0:00:00;SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS;TRATO DIRECTO RES. EX. A N° 005-2024  Las facturas o boletas deberán ser emitidas a nombre del SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, RUT N° 62.000.890-7. A través de la plataforma del Servicio de Impuestos Internos (SII), deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Si utiliza un sistema de facturación electrónico distinto al del SII, deberá asegurarse que el Contratista realice el envío del Documento Tributario Electrónico (DTE) en formato XML, al correo dipresrecepcion@custodium.com;Recepcion Conforme;Trato Directo;CLP;15611400;0;0;0;15611400;0;15611400;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;81;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;RADIO TAXI RANCAGUA FABIAN ESTEBAN MADRID ROMERO E.I.R.L.;77.343.095-0;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;Pequeña;Región del Libertador General Bernardo O´Higgins;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte de pasajeros por carretera;78111804;Servicios de taxi;Servicios de taxi;SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS, pago de acuerdo a consumo por los servicios de traslado de pasajeros efectivamente realizados. ;1;Unidad;CLP;15611400;0;0;0;15611400;15611400
1208100-7-SE24;20-03-2024 0:00:00;SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS FEB;TRATO DIRECTO RES. EX. A N° 20-2023  CONSUMO MES DE FEBRERO 2024  Las facturas o boletas deberán ser emitidas a nombre del SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, RUT N° 62.000.890-7. A través de la plataforma del Servicio de Impuestos Internos (SII), deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Si utiliza un sistema de facturación electrónico distinto al del SII, deberá asegurarse que el Contratista realice el envío del Documento Tributario Electrónico (DTE) en formato XML, al correo dipresrecepcion@custodium.com;Recepcion Conforme;Trato Directo;CLP;2075000;0;0;0;2075000;0;2075000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;RADIO TAXI RANCAGUA FABIAN ESTEBAN MADRID ROMERO E.I.R.L.;77.343.095-0;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.;Pequeña;Región del Libertador General Bernardo O´Higgins;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte de pasajeros por carretera;78111804;Servicios de taxi;Servicios de taxi;SERVICIO DE TRANSPORTE Y TRASLADO DE PASAJEROS MES FEBRERO 2024.;1;Unidad no definida;CLP;2075000;0;0;0;2075000;2075000
1208983-64-SE24;23-04-2024 0:00:00;Adquisición Entradas Parque Diversiones NNA Residencias Familiares;Adquisición Entradas Parque Diversiones NNA Residencias Familiares.;Recepcion Conforme;Trato Directo;CLP;1673646;15,75;0;317989,7475;1991619,9975;317989,7475;1673646;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;312;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL ITAHUE LTDA;84.988.100-0;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| COMERCIO POR MENOR DE JUGUETES| RESTAURANTES| ESTABLECIMIENTOS DE COMIDA RAPIDA (BARES, FUENTES DE SODA, GELATERIAS,| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| ACTIVIDADES DE PARQUES DE A;Grande;Región Metropolitana de Santiago;Muebles y mobiliario;Muebles de alojamiento;Muebles;56101505;Centros de diversión;Centros de diversión;Entrada parque;20;Unidad no definida;CLP;12597;0;0;0;251940;251940
1208983-41-SE24;13-03-2024 0:00:00;Servicio Sala Cuna Hija Funcionaria Carla Aguayo;Servicio de Sala Cuna de Hija de Funcionaria Carla Aguayo. Inicio de prestación de servicio e: 18 de marzo de 2024.;Recepcion Conforme;Trato Directo;CLP;6570667;0;0;0;6570667;0;6570667;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;189;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;VITAMINA INMOBILIARIA SPA;76.255.817-3;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;Pequeña;Región Metropolitana de Santiago;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;Mensualidad entre 18 de marzo de 2024 y 01 de octubre de 2025.  Valor mensual $320.000 año 2024;1;Global;CLP;5930667;0;0;0;5930667;5930667
1208107-22-SE24;21-03-2024 0:00:00;Servicio mantención vehículo 100.000;Servicio de mantención vehículo institucional, para los 100.000 kilometros;Recepcion Conforme;Trato Directo;CLP;240126;0;0;45623,94;285749,94;45623,94;240126;30 dias contra la recepcion conforme de la factura;A convenir;;DIRECCION REGIONAL LOS LAGOS;62.000.890-7;Region de los Lagos;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTRIZ SALFA SUR LIMITADA;93.688.000-2;CRIA DE GANADO PARA PRODUCCION DE CARNE, O COMO GANADO REPRODUCTOR| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA ;Grande;;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;Servicios de cambio de fluidos de aceite o de la t;Proveedor para el servicio de garantia del fabricante;1;Unidad no definida;CLP;240126;0;0;0;240126;240126
1177296-325-SE24;06-06-2024 0:00:00;DIPLOMADO EN DERECHO ADMINISTRATIVO SANCIONADOR;DIPLOMADO EN DERECHO ADMINISTRATIVO SANCIONADOR VIGENCIA: 07-06 AL 28-09-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;1756160;0;0;0;1756160;0;1756160;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD NACIONAL ANDRES BELLO;71.540.100-2;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Derecho Administrativo Sancionador.  Funcionaria: Marion Marlene Ortiz Muñoz;1;Unidad no definida;CLP;878080;0;0;0;878080;878080
1177296-325-SE24;06-06-2024 0:00:00;DIPLOMADO EN DERECHO ADMINISTRATIVO SANCIONADOR;DIPLOMADO EN DERECHO ADMINISTRATIVO SANCIONADOR VIGENCIA: 07-06 AL 28-09-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;1756160;0;0;0;1756160;0;1756160;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD NACIONAL ANDRES BELLO;71.540.100-2;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Derecho Administrativo Sancionador.  Funcionaria: Andrea Elizabeth Antriyao Granadino;1;Unidad no definida;CLP;878080;0;0;0;878080;878080
1209395-156-SE24;06-06-2024 0:00:00;TD Servicio Lavandería RF Paula Jaraquemada Mayo 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;108996;0;0;20709,24;129705,24;20709,24;108996;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Familiar Paula Jaraquemada Mayo 2024, según Comandas N° 211, 213, 214, 216;1;Global;CLP;108996;0;0;0;108996;108996
1208110-64-SE24;05-06-2024 0:00:00;SUMINISTRO PASAJES AEREOS REGIONALES DAP;SERVICIO DE SUMINISTRO DE PASAJES AEREOS AEROVIAS DAP;Recepcion Conforme;Trato Directo;CLP;8000000;0;0;0;8000000;0;8000000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;395;DIRECCION REGIONAL MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AEROVIAS DAP SOCIEDAD ANONIMA;89.428.000-K;REPARACION DE AERONAVES Y NAVES ESPACIALES| TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| MANIPULACION DE LA CARGA| SERVICIOS DE ALMACENAMIENTO Y DEPOSITO| TERMINALES TERRESTRES DE PASAJEROS| PUERTOS Y AEROPUERT;Grande;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte aéreo de pasajeros;78111502;Viajes en aviones comerciales, pasajes aéreos;Viajes en aviones comerciales, pasajes aéreos;PASAJES AEREOS REGIONALES AEROVIAS DAP PARA PORVENIR Y PUERTO WILLIAMS Y VICEVERSA ;1;Año;CLP;8000000;0;0;0;8000000;8000000
1209395-155-SE24;06-06-2024 0:00:00;TD Servicio Lavandería RT Belén Mayo 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;272678;0;0;51808,82;324486,82;51808,82;272678;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Transitoria Belén Abril 2024, según Comanda N° 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178;1;Global;CLP;272678;0;0;0;272678;272678
1210674-144-SE24;11-06-2024 0:00:00;CONTINUIDAD SERVICIOS TERAPÉUTICOS PARA ADOLESCENTE M.D. EN CENTRO BENNU POR 6 MESES (EAA);;Recepcion Conforme;Trato Directo;CLP;37200000;0;0;0;37200000;0;37200000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;690;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;FUNDACION BENNU;65.111.081-5;FUNDACIONES Y CORPORACIONES  ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CU;Micro;Región Metropolitana de Santiago;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Rehabilitación;85122102;Servicios de terapia ocupacional;Servicios de terapia ocupacional;CONTINUIDAD SERVICIOS TERAPÉUTICOS PARA ADOLESCENTE M.D. EN CENTRO BENNU POR 6 MESES;1;Unidad no definida;CLP;37200000;0;0;0;37200000;37200000
1208097-1-SE24;12-02-2024 0:00:00;Servicio Sala Cuna Funcionaria Mirna Diaz (Complementaria);Sala cuna para funcionaria Mirna Diaz de la Dirección Regional de Valparaiso. Complemetaria por reajuste IPC;Recepcion Conforme;Trato Directo;CLP;41721;0;0;0;41721;0;41721;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;106;DIRECCION REGIONAL VALPARAISO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CORP EDUCACIONAL CHARLIE BRAWN LTDA;78.058.640-0;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| ESTABLECIMIENTOS DE ENSENANZA PREESCOLAR| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Pequeña;Región de Valparaíso ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;;1;Unidad no definida;CLP;41721;0;0;0;41721;41721
1177296-303-SE24;03-06-2024 0:00:00;DIPLOMADO EN CONTRATACIÓN ADMINISTRATIVA Y COMPRAS;VIGENCIA: 28-05 AL 05-10-2024 PROGRAMA 01. INI24-CAPA-29;Aceptada;Trato Directo;CLP;1299760;0;0;0;1299760;0;1299760;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81.698.900-0;COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VIA INTERNET  COME| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| ESTACIONAMIENTO DE VEHICULOS Y PARQUIMETROS;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en contratación administrativa y compras publicas, funcionaria: Maria Paz Rodriguez Stepke;1;Unidad no definida;CLP;1299760;0;0;0;1299760;1299760
1177296-306-SE24;03-06-2024 0:00:00;DIPLOMADO EN PSICOLOGÍA CLÍNICA;DIPLOMADO EN PSICOLOGÍA CLÍNICA: HERRAMIENTA PARA LA INTERVENCIÓN. VIGENCIA: 18-04 AL 10-10-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;1440000;0;0;0;1440000;0;1440000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81.669.200-8;OTROS CULTIVOS N.C.P.| EXPLOTACION DE VIVEROS DE ESPECIES FORESTALES| SERVICIOS DE COMIDA PREPARADA EN FORMA INDUSTRIAL| SERVICIOS DE FOTOCOPIAS| UNIVERSIDADES;Grande;Región de Valparaíso ;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Psicología Clínica: Herramientas para la intervención. Funcionario: Mauricio Eduardo Muñoz Valderas;1;Unidad no definida;CLP;1440000;0;0;0;1440000;1440000
1210674-8-SE24;26-01-2024 0:00:00;PRORROGA DE CONTRATO DE MANTENCIÓN Y REPARACIÓN DE INMUEBLES PARA RF MACUL, ESPAÑA, LA GOLETA Y SAN MIGUEL POR 03 MESES (EAA);;Recepcion Conforme;Trato Directo;CLP;52100840;0;0;9899159,6;61999999,6;9899159,6;52100840;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;37;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;MONICA XIMENA CONSTANZO YAÑEZ;10.091.433-6;Remodelaciones y obras menores de construcción;Mediana;Región Metropolitana de Santiago;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;Instalación o reparación de paredes;;1;Unidad no definida;CLP;52100840;0;0;0;52100840;52100840
1208985-5-SE24;26-01-2024 0:00:00;RFAT SERVICIO DE SUMINISTRO DE ALIMENTACIÓN MOVIL;SERVICIO DE SUMINISTRO DE ALIMENTACIÓN MOVIL PARA LOS NNAJ DE LAS RESIDENCIAS;Recepcion Conforme;Trato Directo;CLP;3200000;0;0;0;3200000;0;3200000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;Funfood S.A;76.006.418-1;Comida Rápida;Mediana;Región de Magallanes y de la Antártica;Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública;Ayuda y asistencia humanitaria;Política, planificación y programas de alimentación y nutrición;93131608;Servicios de suministro de alimentos;Servicios de suministro de alimentos;TARJETAS GIFTCARD ALIMENTACIÓN MOVIL  ENTREGA SEGÚN REQUERIMIENTO DE SUPERVISOR DE CONTRATO;1;Unidad;CLP;3200000;0;0;0;3200000;3200000
1208985-6-SE24;26-01-2024 0:00:00;RFA SERVICIO DE SUMINISTRO DE ALIMENTACIÓN MOVIL;SERVICIO DE SUMINISTRO DE ALIMENTACIÓN MÓVIL Pr LOS NNA DE LAS RESIDENCIAS;Recepcion Conforme;Trato Directo;CLP;3200000;0;0;0;3200000;0;3200000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;Funfood S.A;76.006.418-1;Comida Rápida;Mediana;Región de Magallanes y de la Antártica;Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública;Ayuda y asistencia humanitaria;Política, planificación y programas de alimentación y nutrición;93131608;Servicios de suministro de alimentos;Servicios de suministro de alimentos;ENTREGA SEGÚN REQUERIMINETO SUPERVISOR DE CONTRATO;1;Unidad;CLP;3200000;0;0;0;3200000;3200000
1208089-6-SE24;05-02-2024 0:00:00;efd TD Reparación Sistema  Aire Acondicionado;Reparación de desagüe sistema aire acondicionado, oficinas Dirección Regional SPE de Tarapacá.;Recepcion Conforme;Trato Directo;CLP;495000;0;0;94050;589050;94050;495000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;21;DIRECCIÓN REGIONAL TARAPACÁ;62.000.890-7;Region de Tarapaca;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;JUAN CARLOS BURGOS MILLALEN;9.169.240-6;VENTA AL POR MENOR ART. ELECTRODOMESTICOS Y ELECTRONICOS PARA EL HOGAR| OTRAS REPARACIONES DE EFECTOS PERSONALES Y ENSERES DOMESTICOS N.C.P.;Micro;Región de Tarapacá  ;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Gasfitería, calefacción y aire acondicionado;72102305;Servicios de reparación, mantenimiento o reparación de aire acondicionado;Servicios de reparación, mantenimiento o reparació;Servicio de Reparación de Sistema de Aire Acondicionado, según cotización del 29-01-24.;1;Unidad;CLP;495000;0;0;0;495000;495000
1210674-20-SE24;01-02-2024 0:00:00;HOSPEDAJE VACACIONES NNA RF LA GOLETA, CARLOS ANTUNEZ Y RAE QUINTA NORMAL (KRA);HOSPEDAJE CON MOTIVO DE VACACIONES DE VERANO PARA NNA PERTENECIENTES A LOS CENTROS DE AADD RF CARLOS ANTUNEZ, RF LA GOLETA RAE QUINTA NORMAL;Recepcion Conforme;Trato Directo;CLP;3226891;0;0;613109,29;3840000,29;613109,29;3226891;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;117;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DALBOSCO Y ALDUNATE SPA;76.690.066-6;HOSTEL, HOTEL;Pequeña;Región de Coquimbo ;Artículos para estructuras, obras y construcciones;Construcciones permanentes;Construcciones para alojamiento;30222507;Hotel;Hotel;HOSPEDAJE CON DESAYUNO INCLUIDO 05-09 DE FEBRERO 16 PERSONAS - RF CARLOS ANTUNEZ ;1;Unidad no definida;CLP;1210084;0;0;0;1210084;1210084
1208129-68-SE24;09-02-2024 0:00:00;SERVICIO ASEO Y LIMPIEZA CREAD ARRULLO;Servicio de aseo y limpieza para CREAD Arrullo, autorizado por Res. Exenta N° 14-A del 9-2-2024. Para el pago de la Factura la OC deberá estar en estado Aceptada, y DEBERÁ incluir en la referencia de la Factura el ID de la OC. Enviar la Factura en Formato XML a dipresrecepcion@custodium.com  CDP N° 91, ítem: 08-001;Recepcion Conforme;Trato Directo;CLP;4140000;0;0;786600;4926600;786600;4140000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CLEAN A&C SPA;77.478.262-1;;Micro;Región del Biobío ;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;Servicio de aseo y limpieza para las dependencias de CREAD Arrullo, considera una trabajadora, en horario de lunes a viernes, según cotización N° 22, desde el 12 de febrero 2024 al 31 de julio 2024.;6;Mes;CLP;690000;0;0;0;4140000;4140000
